441   2.9000000e-01
  -3.0000000e-01   6.0000000e-01  -1.1587390e-01
  -3.0000000e-01   7.0000000e-01  -1.8630849e-01
  -3.0000000e-01   8.0000000e-01  -2.9704988e-01
  -3.0000000e-01   9.0000000e-01  -3.7900993e-01
  -3.0000000e-01   1.0000000e+00  -4.5260994e-01
  -2.0000000e-01  -1.0000000e+00  -4.8790422e-01
  -2.0000000e-01  -9.0000000e-01  -3.8715941e-01
  -2.0000000e-01  -8.0000000e-01  -2.9559391e-01
  -2.0000000e-01  -7.0000000e-01  -2.2074250e-01
  -2.0000000e-01  -6.0000000e-01  -1.8150365e-01
  -2.0000000e-01  -5.0000000e-01  -8.9053427e-02
  -2.0000000e-01  -4.0000000e-01  -6.4841964e-02
  -2.0000000e-01  -3.0000000e-01  -2.0725848e-02
  -2.0000000e-01  -2.0000000e-01  -1.5441953e-02
  -2.0000000e-01  -1.0000000e-01   3.4613862e-02
  -2.0000000e-01   0.0000000e+00   3.8165905e-03
  -2.0000000e-01   1.0000000e-01   3.8517908e-04
  -2.0000000e-01   2.0000000e-01  -1.9212606e-02
  -2.0000000e-01   3.0000000e-01  -4.2054272e-02
  -2.0000000e-01   4.0000000e-01  -3.5367796e-02
  -2.0000000e-01   5.0000000e-01  -9.5921461e-02
  -2.0000000e-01   6.0000000e-01  -1.4441020e-01
  -2.0000000e-01   7.0000000e-01  -2.1788924e-01
  -2.0000000e-01   8.0000000e-01  -3.0853288e-01
  -2.0000000e-01   9.0000000e-01  -3.7312234e-01
  -2.0000000e-01   1.0000000e+00  -4.6382586e-01
  -1.0000000e-01  -1.0000000e+00  -4.8393695e-01
  -1.0000000e-01  -9.0000000e-01  -3.9210088e-01
  -1.0000000e-01  -8.0000000e-01  -3.2206128e-01
  -1.0000000e-01  -7.0000000e-01  -2.3448176e-01
  -1.0000000e-01  -6.0000000e-01  -1.7924982e-01
  -1.0000000e-01  -5.0000000e-01  -1.0425229e-01
  -1.0000000e-01  -4.0000000e-01  -6.1301730e-02
  -1.0000000e-01  -3.0000000e-01  -5.1284462e-02
  -1.0000000e-01  -2.0000000e-01  -3.7762898e-02
  -1.0000000e-01  -1.0000000e-01   5.0520617e-03
  -1.0000000e-01   0.0000000e+00   5.7045557e-03
  -1.0000000e-01   1.0000000e-01   6.5107298e-03
  -1.0000000e-01   2.0000000e-01  -3.0955340e-02
  -1.0000000e-01   3.0000000e-01  -5.1074957e-02
  -1.0000000e-01   4.0000000e-01  -7.7375539e-02
  -1.0000000e-01   5.0000000e-01  -1.1285071e-01
  -1.0000000e-01   6.0000000e-01  -1.6285840e-01
  -1.0000000e-01   7.0000000e-01  -2.4431723e-01
  -1.0000000e-01   8.0000000e-01  -3.0909739e-01
  -1.0000000e-01   9.0000000e-01  -3.9408553e-01
  -1.0000000e-01   1.0000000e+00  -4.7727818e-01
   0.0000000e+00  -1.0000000e+00  -5.1592715e-01
   0.0000000e+00  -9.0000000e-01  -4.1460360e-01
   0.0000000e+00  -8.0000000e-01  -3.4383359e-01
   0.0000000e+00  -7.0000000e-01  -2.6954090e-01
   0.0000000e+00  -6.0000000e-01  -1.5742734e-01
   0.0000000e+00  -5.0000000e-01  -1.0046226e-01
   0.0000000e+00  -4.0000000e-01  -9.4753001e-02
   0.0000000e+00  -3.0000000e-01  -3.9795342e-02
   0.0000000e+00  -2.0000000e-01   1.7826190e-03
   0.0000000e+00  -1.0000000e-01  -2.0216333e-03
   0.0000000e+00   0.0000000e+00   2.3433089e-03
   0.0000000e+00   1.0000000e-01  -8.0436020e-03
   0.0000000e+00   2.0000000e-01  -2.2512403e-02
   0.0000000e+00   3.0000000e-01  -5.4659734e-02
   0.0000000e+00   4.0000000e-01  -9.4959306e-02
   0.0000000e+00   5.0000000e-01  -1.3921002e-01
   0.0000000e+00   6.0000000e-01  -2.0250522e-01
   0.0000000e+00   7.0000000e-01  -2.5952194e-01
   0.0000000e+00   8.0000000e-01  -3.1627183e-01
   0.0000000e+00   9.0000000e-01  -3.8425899e-01
   0.0000000e+00   1.0000000e+00  -5.0421950e-01
   1.0000000e-01  -1.0000000e+00  -4.8729206e-01
   1.0000000e-01  -9.0000000e-01  -4.0721497e-01
   1.0000000e-01  -8.0000000e-01  -3.1066488e-01
   1.0000000e-01  -7.0000000e-01  -2.4540272e-01
   1.0000000e-01  -6.0000000e-01  -1.9830749e-01
   1.0000000e-01  -5.0000000e-01  -1.3072418e-01
   1.0000000e-01  -4.0000000e-01  -9.5419799e-02
   1.0000000e-01  -3.0000000e-01  -4.2780773e-02
   1.0000000e-01  -2.0000000e-01   6.2968313e-03
   1.0000000e-01  -1.0000000e-01   2.1064208e-02
   1.0000000e-01   0.0000000e+00   1.0296375e-02
   1.0000000e-01   1.0000000e-01   1.8057297e-02
   1.0000000e-01   2.0000000e-01  -3.9264141e-02
   1.0000000e-01   3.0000000e-01  -3.0664960e-02
   1.0000000e-01   4.0000000e-01  -5.7771575e-02
   1.0000000e-01   5.0000000e-01  -1.3851764e-01
   1.0000000e-01   6.0000000e-01  -1.9701720e-01
   1.0000000e-01   7.0000000e-01  -2.6434640e-01
   1.0000000e-01   8.0000000e-01  -3.2044206e-01
   1.0000000e-01   9.0000000e-01  -3.8171620e-01
   1.0000000e-01   1.0000000e+00  -5.1924713e-01
   2.0000000e-01  -1.0000000e+00  -4.5878557e-01
   2.0000000e-01  -9.0000000e-01  -3.6566406e-01
   2.0000000e-01  -8.0000000e-01  -2.9189657e-01
   2.0000000e-01  -7.0000000e-01  -2.1725445e-01
   2.0000000e-01  -6.0000000e-01  -1.8118301e-01
   2.0000000e-01  -5.0000000e-01  -1.2535114e-01
   2.0000000e-01  -4.0000000e-01  -8.4837394e-02
   2.0000000e-01  -3.0000000e-01  -2.3666495e-02
   2.0000000e-01  -2.0000000e-01   1.4487813e-02
   2.0000000e-01  -1.0000000e-01   2.2700937e-02
   2.0000000e-01   0.0000000e+00   2.2294627e-02
   2.0000000e-01   1.0000000e-01   2.9919434e-02
   2.0000000e-01   2.0000000e-01   1.1337641e-02
   2.0000000e-01   3.0000000e-01  -3.7334264e-02
   2.0000000e-01   4.0000000e-01  -7.2237696e-02
   2.0000000e-01   5.0000000e-01  -1.2308228e-01
   2.0000000e-01   6.0000000e-01  -1.6085254e-01
   2.0000000e-01   7.0000000e-01  -2.2662067e-01
   2.0000000e-01   8.0000000e-01  -3.1995620e-01
   2.0000000e-01   9.0000000e-01  -3.8478929e-01
   2.0000000e-01   1.0000000e+00  -4.6208025e-01
   3.0000000e-01  -1.0000000e+00  -4.7949761e-01
   3.0000000e-01  -9.0000000e-01  -3.4392148e-01
   3.0000000e-01  -8.0000000e-01  -2.5178412e-01
   3.0000000e-01  -7.0000000e-01  -2.2402703e-01
   3.0000000e-01  -6.0000000e-01  -1.1351903e-01
   3.0000000e-01  -5.0000000e-01  -1.0184598e-01
   3.0000000e-01  -4.0000000e-01  -5.8101889e-02
   3.0000000e-01  -3.0000000e-01  -1.5487155e-02
   3.0000000e-01  -2.0000000e-01   1.3833279e-02
   3.0000000e-01  -1.0000000e-01   3.7365704e-02
   3.0000000e-01   0.0000000e+00   5.2469091e-02
   3.0000000e-01   1.0000000e-01   2.2556174e-02
   3.0000000e-01   2.0000000e-01   2.4357767e-02
   3.0000000e-01   3.0000000e-01   7.4828855e-03
   3.0000000e-01   4.0000000e-01  -3.3286010e-02
   3.0000000e-01   5.0000000e-01  -8.7159880e-02
   3.0000000e-01   6.0000000e-01  -1.4029418e-01
   3.0000000e-01   7.0000000e-01  -1.8890038e-01
   3.0000000e-01   8.0000000e-01  -2.6376491e-01
   3.0000000e-01   9.0000000e-01  -3.6969295e-01
   3.0000000e-01   1.0000000e+00  -4.7467097e-01
   4.0000000e-01  -1.0000000e+00  -3.9946102e-01
   4.0000000e-01  -9.0000000e-01  -3.1295431e-01
   4.0000000e-01  -8.0000000e-01  -2.5304712e-01
   4.0000000e-01  -7.0000000e-01  -1.5743281e-01
   4.0000000e-01  -6.0000000e-01  -1.0657943e-01
   4.0000000e-01  -5.0000000e-01  -6.8690927e-02
   4.0000000e-01  -4.0000000e-01   1.7462894e-02
   4.0000000e-01  -3.0000000e-01   1.2090803e-02
   4.0000000e-01  -2.0000000e-01   3.7806053e-02
   4.0000000e-01  -1.0000000e-01   7.1301931e-02
   4.0000000e-01   0.0000000e+00   7.8986663e-02
   4.0000000e-01   1.0000000e-01   7.5084724e-02
   4.0000000e-01   2.0000000e-01   8.4026333e-02
   4.0000000e-01   3.0000000e-01   4.0375263e-02
   4.0000000e-01   4.0000000e-01   2.0632799e-02
   4.0000000e-01   5.0000000e-01  -3.2479175e-02
   4.0000000e-01   6.0000000e-01  -8.9309356e-02
   4.0000000e-01   7.0000000e-01  -1.4144338e-01
   4.0000000e-01   8.0000000e-01  -2.6353941e-01
   4.0000000e-01   9.0000000e-01  -3.3678556e-01
   4.0000000e-01   1.0000000e+00  -4.4408447e-01
   5.0000000e-01  -1.0000000e+00  -3.9596619e-01
   5.0000000e-01  -9.0000000e-01  -2.9726821e-01
   5.0000000e-01  -8.0000000e-01  -2.1428241e-01
   5.0000000e-01  -7.0000000e-01  -1.0717312e-01
   5.0000000e-01  -6.0000000e-01  -3.3087561e-02
   5.0000000e-01  -5.0000000e-01  -1.8559811e-02
   5.0000000e-01  -4.0000000e-01   4.9630584e-02
   5.0000000e-01  -3.0000000e-01   6.1126208e-02
   5.0000000e-01  -2.0000000e-01   1.0995890e-01
   5.0000000e-01  -1.0000000e-01   9.8293642e-02
   5.0000000e-01   0.0000000e+00   1.1280128e-01
   5.0000000e-01   1.0000000e-01   1.1562253e-01
   5.0000000e-01   2.0000000e-01   1.2741936e-01
   5.0000000e-01   3.0000000e-01   7.2674768e-02
   5.0000000e-01   4.0000000e-01   2.0849819e-02
   5.0000000e-01   5.0000000e-01   2.3671273e-02
   5.0000000e-01   6.0000000e-01  -4.1882073e-02
   5.0000000e-01   7.0000000e-01  -1.0190126e-01
   5.0000000e-01   8.0000000e-01  -1.9974348e-01
   5.0000000e-01   9.0000000e-01  -2.6160665e-01
   5.0000000e-01   1.0000000e+00  -3.9816193e-01
   6.0000000e-01  -1.0000000e+00  -3.3457604e-01
   6.0000000e-01  -9.0000000e-01  -2.2883333e-01
   6.0000000e-01  -8.0000000e-01  -1.1575884e-01
   6.0000000e-01  -7.0000000e-01  -6.1782367e-02
   6.0000000e-01  -6.0000000e-01   3.8130952e-03
   6.0000000e-01  -5.0000000e-01   5.3411141e-02
   6.0000000e-01  -4.0000000e-01   9.8207992e-02
   6.0000000e-01  -3.0000000e-01   1.4805603e-01
   6.0000000e-01  -2.0000000e-01   1.5010422e-01
   6.0000000e-01  -1.0000000e-01   1.7086283e-01
   6.0000000e-01   0.0000000e+00   1.5992620e-01
   6.0000000e-01   1.0000000e-01   1.5684231e-01
   6.0000000e-01   2.0000000e-01   1.6990688e-01
   6.0000000e-01   3.0000000e-01   1.1902240e-01
   6.0000000e-01   4.0000000e-01   1.1965385e-01
   6.0000000e-01   5.0000000e-01   6.6543940e-02
   6.0000000e-01   6.0000000e-01  -9.8856462e-03
   6.0000000e-01   7.0000000e-01  -8.2939082e-02
   6.0000000e-01   8.0000000e-01  -1.2379502e-01
   6.0000000e-01   9.0000000e-01  -2.2788986e-01
   6.0000000e-01   1.0000000e+00  -3.1549438e-01
   7.0000000e-01  -1.0000000e+00  -2.3111890e-01
   7.0000000e-01  -9.0000000e-01  -1.5986555e-01
   7.0000000e-01  -8.0000000e-01  -5.5117031e-02
   7.0000000e-01  -7.0000000e-01   1.1240417e-02
   7.0000000e-01  -6.0000000e-01   5.3064110e-02
   7.0000000e-01  -5.0000000e-01   1.1775175e-01
   7.0000000e-01  -4.0000000e-01   1.5309788e-01
   7.0000000e-01  -3.0000000e-01   2.2302443e-01
   7.0000000e-01  -2.0000000e-01   2.0084653e-01
   7.0000000e-01  -1.0000000e-01   2.6202194e-01
   7.0000000e-01   0.0000000e+00   2.6509804e-01
   7.0000000e-01   1.0000000e-01   2.1989354e-01
   7.0000000e-01   2.0000000e-01   2.2605612e-01
   7.0000000e-01   3.0000000e-01   1.7923508e-01
   7.0000000e-01   4.0000000e-01   1.7977010e-01
   7.0000000e-01   5.0000000e-01   1.3844552e-01
   7.0000000e-01   6.0000000e-01   4.4789087e-02
   7.0000000e-01   7.0000000e-01   1.9013581e-02
   7.0000000e-01   8.0000000e-01  -9.9699692e-02
   7.0000000e-01   9.0000000e-01  -1.7489942e-01
   7.0000000e-01   1.0000000e+00  -2.5636804e-01
   8.0000000e-01  -1.0000000e+00  -1.7278845e-01
   8.0000000e-01  -9.0000000e-01  -6.3301609e-02
   8.0000000e-01  -8.0000000e-01  -2.0078692e-02
   8.0000000e-01  -7.0000000e-01   7.8544900e-02
   8.0000000e-01  -6.0000000e-01   1.4037915e-01
   8.0000000e-01  -5.0000000e-01   2.0297182e-01
   8.0000000e-01  -4.0000000e-01   2.5964575e-01
   8.0000000e-01  -3.0000000e-01   2.8678775e-01
   8.0000000e-01  -2.0000000e-01   3.0946251e-01
   8.0000000e-01  -1.0000000e-01   3.3046693e-01
   8.0000000e-01   0.0000000e+00   3.0702044e-01
   8.0000000e-01   1.0000000e-01   3.2817575e-01
   8.0000000e-01   2.0000000e-01   3.1343638e-01
   8.0000000e-01   3.0000000e-01   2.7711802e-01
   8.0000000e-01   4.0000000e-01   2.3905254e-01
   8.0000000e-01   5.0000000e-01   1.9071902e-01
   8.0000000e-01   6.0000000e-01   1.1867838e-01
   8.0000000e-01   7.0000000e-01   7.6334878e-02
   8.0000000e-01   8.0000000e-01   3.8112612e-04
   8.0000000e-01   9.0000000e-01  -7.2420100e-02
   8.0000000e-01   1.0000000e+00  -1.9844536e-01
   9.0000000e-01  -1.0000000e+00  -1.1953119e-01
   9.0000000e-01  -9.0000000e-01   1.3198674e-02
   9.0000000e-01  -8.0000000e-01   6.5059648e-02
   9.0000000e-01  -7.0000000e-01   1.8326439e-01
   9.0000000e-01  -6.0000000e-01   2.0446221e-01
   9.0000000e-01  -5.0000000e-01   2.6079601e-01
   9.0000000e-01  -4.0000000e-01   3.4481369e-01
   9.0000000e-01  -3.0000000e-01   3.7226227e-01
   9.0000000e-01  -2.0000000e-01   3.7092651e-01
   9.0000000e-01  -1.0000000e-01   4.0427301e-01
   9.0000000e-01   0.0000000e+00   3.9203965e-01
   9.0000000e-01   1.0000000e-01   4.1922302e-01
   9.0000000e-01   2.0000000e-01   3.7980466e-01
   9.0000000e-01   3.0000000e-01   3.3782514e-01
   9.0000000e-01   4.0000000e-01   3.4636080e-01
   9.0000000e-01   5.0000000e-01   2.7762101e-01
   9.0000000e-01   6.0000000e-01   2.4353909e-01
   9.0000000e-01   7.0000000e-01   1.4651154e-01
   9.0000000e-01   8.0000000e-01   8.4448089e-02
   9.0000000e-01   9.0000000e-01   3.5627169e-03
   9.0000000e-01   1.0000000e+00  -7.7355541e-02
   1.0000000e+00  -1.0000000e+00  -1.4081787e-02
   1.0000000e+00  -9.0000000e-01   1.1602555e-01
   1.0000000e+00  -8.0000000e-01   1.5693130e-01
   1.0000000e+00  -7.0000000e-01   2.5041951e-01
   1.0000000e+00  -6.0000000e-01   2.9769095e-01
   1.0000000e+00  -5.0000000e-01   3.5525812e-01
   1.0000000e+00  -4.0000000e-01   4.2148908e-01
   1.0000000e+00  -3.0000000e-01   4.5864770e-01
   1.0000000e+00  -2.0000000e-01   4.6072469e-01
   1.0000000e+00  -1.0000000e-01   4.7212838e-01
   1.0000000e+00   0.0000000e+00   5.0004512e-01
   1.0000000e+00   1.0000000e-01   5.0623747e-01
   1.0000000e+00   2.0000000e-01   4.7971154e-01
   1.0000000e+00   3.0000000e-01   4.4730428e-01
   1.0000000e+00   4.0000000e-01   3.9675373e-01
   1.0000000e+00   5.0000000e-01   3.6832525e-01
   1.0000000e+00   6.0000000e-01   3.4078003e-01
   1.0000000e+00   7.0000000e-01   2.5524645e-01
   1.0000000e+00   8.0000000e-01   1.9808842e-01
   1.0000000e+00   9.0000000e-01   1.1617691e-01
   1.0000000e+00   1.0000000e+00  -2.4232645e-02
