1682   1.9601494e-01
   1.3325206e+00   1.2705558e+00  -1.9257843e+00
   1.2057128e+00   1.3914667e+00  -1.9257843e+00
   1.0679859e+00   1.4997764e+00  -1.9257843e+00
   9.2058719e-01   1.5945038e+00  -1.9257843e+00
   7.6485147e-01   1.6747911e+00  -1.9257843e+00
   6.0218915e-01   1.7399113e+00  -1.9257843e+00
   4.3407331e-01   1.7892746e+00  -1.9257843e+00
   2.6202643e-01   1.8224339e+00  -1.9257843e+00
   8.7606604e-02   1.8390889e+00  -1.9257843e+00
  -8.7606604e-02   1.8390889e+00  -1.9257843e+00
  -2.6202643e-01   1.8224339e+00  -1.9257843e+00
  -4.3407331e-01   1.7892746e+00  -1.9257843e+00
  -6.0218915e-01   1.7399113e+00  -1.9257843e+00
  -7.6485147e-01   1.6747911e+00  -1.9257843e+00
  -9.2058719e-01   1.5945038e+00  -1.9257843e+00
  -1.0679859e+00   1.4997764e+00  -1.9257843e+00
  -1.2057128e+00   1.3914667e+00  -1.9257843e+00
  -1.3325206e+00   1.2705558e+00  -1.9257843e+00
  -1.4472608e+00   1.1381385e+00  -1.9257843e+00
  -1.5488944e+00   9.9541402e-01  -1.9257843e+00
  -1.6365010e+00   8.4367493e-01  -1.9257843e+00
  -1.7092872e+00   6.8429539e-01  -1.9257843e+00
  -1.7665939e+00   5.1871876e-01  -1.9257843e+00
  -1.8079020e+00   3.4844454e-01  -1.9257843e+00
  -1.8328374e+00   1.7501475e-01  -1.9257843e+00
  -1.8411744e+00   2.2547138e-16  -1.9257843e+00
  -1.8328374e+00  -1.7501475e-01  -1.9257843e+00
  -1.8079020e+00  -3.4844454e-01  -1.9257843e+00
  -1.7665939e+00  -5.1871876e-01  -1.9257843e+00
  -1.7092872e+00  -6.8429539e-01  -1.9257843e+00
  -1.6365010e+00  -8.4367493e-01  -1.9257843e+00
  -1.5488944e+00  -9.9541402e-01  -1.9257843e+00
  -1.4472608e+00  -1.1381385e+00  -1.9257843e+00
  -1.3325206e+00  -1.2705558e+00  -1.9257843e+00
  -1.2057128e+00  -1.3914667e+00  -1.9257843e+00
  -1.0679859e+00  -1.4997764e+00  -1.9257843e+00
  -9.2058719e-01  -1.5945038e+00  -1.9257843e+00
  -7.6485147e-01  -1.6747911e+00  -1.9257843e+00
  -6.0218915e-01  -1.7399113e+00  -1.9257843e+00
  -4.3407331e-01  -1.7892746e+00  -1.9257843e+00
  -2.6202643e-01  -1.8224339e+00  -1.9257843e+00
  -8.7606604e-02  -1.8390889e+00  -1.9257843e+00
   8.7606604e-02  -1.8390889e+00  -1.9257843e+00
   2.6202643e-01  -1.8224339e+00  -1.9257843e+00
   4.3407331e-01  -1.7892746e+00  -1.9257843e+00
   6.0218915e-01  -1.7399113e+00  -1.9257843e+00
   7.6485147e-01  -1.6747911e+00  -1.9257843e+00
   9.2058719e-01  -1.5945038e+00  -1.9257843e+00
   1.0679859e+00  -1.4997764e+00  -1.9257843e+00
   1.2057128e+00  -1.3914667e+00  -1.9257843e+00
   1.3325206e+00  -1.2705558e+00  -1.9257843e+00
   1.4472608e+00  -1.1381385e+00  -1.9257843e+00
   1.5488944e+00  -9.9541402e-01  -1.9257843e+00
   1.6365010e+00  -8.4367493e-01  -1.9257843e+00
   1.7092872e+00  -6.8429539e-01  -1.9257843e+00
   1.7665939e+00  -5.1871876e-01  -1.9257843e+00
   1.8079020e+00  -3.4844454e-01  -1.9257843e+00
   1.8328374e+00  -1.7501475e-01  -1.9257843e+00
   1.6857650e+00   0.0000000e+00  -1.8446718e+00
   1.6768302e+00   1.7333204e-01  -1.8446718e+00
   1.6501206e+00   3.4482671e-01  -1.8446718e+00
   1.6059194e+00   5.1266614e-01  -1.8446718e+00
   1.5446950e+00   6.7507117e-01  -1.8446718e+00
   1.4670964e+00   8.3032029e-01  -1.8446718e+00
   1.3739462e+00   9.7676780e-01  -1.8446718e+00
   1.2662319e+00   1.1128613e+00  -1.8446718e+00
   1.1450952e+00   1.2371583e+00  -1.8446718e+00
   1.0118202e+00   1.3483410e+00  -1.8446718e+00
   8.6781968e-01   1.4452310e+00  -1.8446718e+00
   7.1462004e-01   1.5268012e+00  -1.8446718e+00
   5.5384524e-01   1.5921869e+00  -1.8446718e+00
   3.8719955e-01   1.6406950e+00  -1.8446718e+00
   2.1644945e-01   1.6718114e+00  -1.8446718e+00
   4.3404931e-02   1.6852061e+00  -1.8446718e+00
  -1.3009969e-01   1.6807372e+00  -1.8446718e+00
  -3.0222523e-01   1.6584521e+00  -1.8446718e+00
  -4.7114710e-01   1.6185870e+00  -1.8446718e+00
  -6.3507469e-01   1.5615645e+00  -1.8446718e+00
  -7.9227034e-01   1.4879890e+00  -1.8446718e+00
  -9.4106772e-01   1.3986405e+00  -1.8446718e+00
  -1.0798895e+00   1.2944660e+00  -1.8446718e+00
  -1.2072643e+00   1.1765698e+00  -1.8446718e+00
  -1.3218417e+00   1.0462017e+00  -1.8446718e+00
  -1.4224073e+00   9.0474365e-01  -1.8446718e+00
  -1.5078950e+00   7.5369506e-01  -1.8446718e+00
  -1.5773986e+00   5.9465712e-01  -1.8446718e+00
  -1.6301815e+00   4.2931566e-01  -1.8446718e+00
  -1.6656840e+00   2.5942335e-01  -1.8446718e+00
  -1.6835298e+00   8.6781082e-02  -1.8446718e+00
  -1.6835298e+00  -8.6781082e-02  -1.8446718e+00
  -1.6656840e+00  -2.5942335e-01  -1.8446718e+00
  -1.6301815e+00  -4.2931566e-01  -1.8446718e+00
  -1.5773986e+00  -5.9465712e-01  -1.8446718e+00
  -1.5078950e+00  -7.5369506e-01  -1.8446718e+00
  -1.4224073e+00  -9.0474365e-01  -1.8446718e+00
  -1.3218417e+00  -1.0462017e+00  -1.8446718e+00
  -1.2072643e+00  -1.1765698e+00  -1.8446718e+00
  -1.0798895e+00  -1.2944660e+00  -1.8446718e+00
  -9.4106772e-01  -1.3986405e+00  -1.8446718e+00
  -7.9227034e-01  -1.4879890e+00  -1.8446718e+00
  -6.3507469e-01  -1.5615645e+00  -1.8446718e+00
  -4.7114710e-01  -1.6185870e+00  -1.8446718e+00
  -3.0222523e-01  -1.6584521e+00  -1.8446718e+00
  -1.3009969e-01  -1.6807372e+00  -1.8446718e+00
   4.3404931e-02  -1.6852061e+00  -1.8446718e+00
   2.1644945e-01  -1.6718114e+00  -1.8446718e+00
   3.8719955e-01  -1.6406950e+00  -1.8446718e+00
   5.5384524e-01  -1.5921869e+00  -1.8446718e+00
   7.1462004e-01  -1.5268012e+00  -1.8446718e+00
   8.6781968e-01  -1.4452310e+00  -1.8446718e+00
   1.0118202e+00  -1.3483410e+00  -1.8446718e+00
   1.1450952e+00  -1.2371583e+00  -1.8446718e+00
   1.2662319e+00  -1.1128613e+00  -1.8446718e+00
   1.3739462e+00  -9.7676780e-01  -1.8446718e+00
   1.4670964e+00  -8.3032029e-01  -1.8446718e+00
   1.5446950e+00  -6.7507117e-01  -1.8446718e+00
   1.6059194e+00  -5.1266614e-01  -1.8446718e+00
   1.6501206e+00  -3.4482671e-01  -1.8446718e+00
   1.6768302e+00  -1.7333204e-01  -1.8446718e+00
   1.5351361e+00   0.0000000e+00  -1.7550161e+00
   1.5254835e+00   1.7188071e-01  -1.7550161e+00
   1.4966470e+00   3.4159992e-01  -1.7550161e+00
   1.4489894e+00   5.0702331e-01  -1.7550161e+00
   1.3831098e+00   6.6607059e-01  -1.7550161e+00
   1.2998369e+00   8.1674165e-01  -1.7550161e+00
   1.2002177e+00   9.5714170e-01  -1.7550161e+00
   1.0855051e+00   1.0855051e+00  -1.7550161e+00
   9.5714170e-01   1.2002177e+00  -1.7550161e+00
   8.1674165e-01   1.2998369e+00  -1.7550161e+00
   6.6607059e-01   1.3831098e+00  -1.7550161e+00
   5.0702331e-01   1.4489894e+00  -1.7550161e+00
   3.4159992e-01   1.4966470e+00  -1.7550161e+00
   1.7188071e-01   1.5254835e+00  -1.7550161e+00
   9.3996871e-17   1.5351361e+00  -1.7550161e+00
  -1.7188071e-01   1.5254835e+00  -1.7550161e+00
  -3.4159992e-01   1.4966470e+00  -1.7550161e+00
  -5.0702331e-01   1.4489894e+00  -1.7550161e+00
  -6.6607059e-01   1.3831098e+00  -1.7550161e+00
  -8.1674165e-01   1.2998369e+00  -1.7550161e+00
  -9.5714170e-01   1.2002177e+00  -1.7550161e+00
  -1.0855051e+00   1.0855051e+00  -1.7550161e+00
  -1.2002177e+00   9.5714170e-01  -1.7550161e+00
  -1.2998369e+00   8.1674165e-01  -1.7550161e+00
  -1.3831098e+00   6.6607059e-01  -1.7550161e+00
  -1.4489894e+00   5.0702331e-01  -1.7550161e+00
  -1.4966470e+00   3.4159992e-01  -1.7550161e+00
  -1.5254835e+00   1.7188071e-01  -1.7550161e+00
  -1.5351361e+00   1.8799374e-16  -1.7550161e+00
  -1.5254835e+00  -1.7188071e-01  -1.7550161e+00
  -1.4966470e+00  -3.4159992e-01  -1.7550161e+00
  -1.4489894e+00  -5.0702331e-01  -1.7550161e+00
  -1.3831098e+00  -6.6607059e-01  -1.7550161e+00
  -1.2998369e+00  -8.1674165e-01  -1.7550161e+00
  -1.2002177e+00  -9.5714170e-01  -1.7550161e+00
  -1.0855051e+00  -1.0855051e+00  -1.7550161e+00
  -9.5714170e-01  -1.2002177e+00  -1.7550161e+00
  -8.1674165e-01  -1.2998369e+00  -1.7550161e+00
  -6.6607059e-01  -1.3831098e+00  -1.7550161e+00
  -5.0702331e-01  -1.4489894e+00  -1.7550161e+00
  -3.4159992e-01  -1.4966470e+00  -1.7550161e+00
  -1.7188071e-01  -1.5254835e+00  -1.7550161e+00
  -2.8199061e-16  -1.5351361e+00  -1.7550161e+00
   1.7188071e-01  -1.5254835e+00  -1.7550161e+00
   3.4159992e-01  -1.4966470e+00  -1.7550161e+00
   5.0702331e-01  -1.4489894e+00  -1.7550161e+00
   6.6607059e-01  -1.3831098e+00  -1.7550161e+00
   8.1674165e-01  -1.2998369e+00  -1.7550161e+00
   9.5714170e-01  -1.2002177e+00  -1.7550161e+00
   1.0855051e+00  -1.0855051e+00  -1.7550161e+00
   1.2002177e+00  -9.5714170e-01  -1.7550161e+00
   1.2998369e+00  -8.1674165e-01  -1.7550161e+00
   1.3831098e+00  -6.6607059e-01  -1.7550161e+00
   1.4489894e+00  -5.0702331e-01  -1.7550161e+00
   1.4966470e+00  -3.4159992e-01  -1.7550161e+00
   1.5254835e+00  -1.7188071e-01  -1.7550161e+00
   1.3914897e+00   0.0000000e+00  -1.6545921e+00
   1.3805174e+00   1.7439991e-01  -1.6545921e+00
   1.3477735e+00   3.4604943e-01  -1.6545921e+00
   1.2937744e+00   5.1224154e-01  -1.6545921e+00
   1.2193718e+00   6.7035530e-01  -1.6545921e+00
   1.1257388e+00   8.1789715e-01  -1.6545921e+00
   1.0143524e+00   9.5254028e-01  -1.6545921e+00
   8.8696894e-01   1.0721613e+00  -1.6545921e+00
   7.4559749e-01   1.1748736e+00  -1.6545921e+00
   5.9246752e-01   1.2590576e+00  -1.6545921e+00
   4.2999398e-01   1.3233854e+00  -1.6545921e+00
   2.6073918e-01   1.3668426e+00  -1.6545921e+00
   8.7372364e-02   1.3887440e+00  -1.6545921e+00
  -8.7372364e-02   1.3887440e+00  -1.6545921e+00
  -2.6073918e-01   1.3668426e+00  -1.6545921e+00
  -4.2999398e-01   1.3233854e+00  -1.6545921e+00
  -5.9246752e-01   1.2590576e+00  -1.6545921e+00
  -7.4559749e-01   1.1748736e+00  -1.6545921e+00
  -8.8696894e-01   1.0721613e+00  -1.6545921e+00
  -1.0143524e+00   9.5254028e-01  -1.6545921e+00
  -1.1257388e+00   8.1789715e-01  -1.6545921e+00
  -1.2193718e+00   6.7035530e-01  -1.6545921e+00
  -1.2937744e+00   5.1224154e-01  -1.6545921e+00
  -1.3477735e+00   3.4604943e-01  -1.6545921e+00
  -1.3805174e+00   1.7439991e-01  -1.6545921e+00
  -1.3914897e+00  -4.4754286e-16  -1.6545921e+00
  -1.3805174e+00  -1.7439991e-01  -1.6545921e+00
  -1.3477735e+00  -3.4604943e-01  -1.6545921e+00
  -1.2937744e+00  -5.1224154e-01  -1.6545921e+00
  -1.2193718e+00  -6.7035530e-01  -1.6545921e+00
  -1.1257388e+00  -8.1789715e-01  -1.6545921e+00
  -1.0143524e+00  -9.5254028e-01  -1.6545921e+00
  -8.8696894e-01  -1.0721613e+00  -1.6545921e+00
  -7.4559749e-01  -1.1748736e+00  -1.6545921e+00
  -5.9246752e-01  -1.2590576e+00  -1.6545921e+00
  -4.2999398e-01  -1.3233854e+00  -1.6545921e+00
  -2.6073918e-01  -1.3668426e+00  -1.6545921e+00
  -8.7372364e-02  -1.3887440e+00  -1.6545921e+00
   8.7372364e-02  -1.3887440e+00  -1.6545921e+00
   2.6073918e-01  -1.3668426e+00  -1.6545921e+00
   4.2999398e-01  -1.3233854e+00  -1.6545921e+00
   5.9246752e-01  -1.2590576e+00  -1.6545921e+00
   7.4559749e-01  -1.1748736e+00  -1.6545921e+00
   8.8696894e-01  -1.0721613e+00  -1.6545921e+00
   1.0143524e+00  -9.5254028e-01  -1.6545921e+00
   1.1257388e+00  -8.1789715e-01  -1.6545921e+00
   1.2193718e+00  -6.7035530e-01  -1.6545921e+00
   1.2937744e+00  -5.1224154e-01  -1.6545921e+00
   1.3477735e+00  -3.4604943e-01  -1.6545921e+00
   1.3805174e+00  -1.7439991e-01  -1.6545921e+00
   1.2585373e+00   0.0000000e+00  -1.5404579e+00
   1.2468152e+00   1.7137080e-01  -1.5404579e+00
   1.2118673e+00   3.3954929e-01  -1.5404579e+00
   1.1543446e+00   5.0140261e-01  -1.5404579e+00
   1.0753187e+00   6.5391576e-01  -1.5404579e+00
   9.7626156e-01   7.9424769e-01  -1.5404579e+00
   8.5901856e-01   9.1978429e-01  -1.5404579e+00
   7.2577367e-01   1.0281870e+00  -1.5404579e+00
   5.7900899e-01   1.1174366e+00  -1.5404579e+00
   4.2145847e-01   1.1858705e+00  -1.5404579e+00
   2.5605697e-01   1.2322138e+00  -1.5404579e+00
   8.5885620e-02   1.2556033e+00  -1.5404579e+00
  -8.5885620e-02   1.2556033e+00  -1.5404579e+00
  -2.5605697e-01   1.2322138e+00  -1.5404579e+00
  -4.2145847e-01   1.1858705e+00  -1.5404579e+00
  -5.7900899e-01   1.1174366e+00  -1.5404579e+00
  -7.2577367e-01   1.0281870e+00  -1.5404579e+00
  -8.5901856e-01   9.1978429e-01  -1.5404579e+00
  -9.7626156e-01   7.9424769e-01  -1.5404579e+00
  -1.0753187e+00   6.5391576e-01  -1.5404579e+00
  -1.1543446e+00   5.0140261e-01  -1.5404579e+00
  -1.2118673e+00   3.3954929e-01  -1.5404579e+00
  -1.2468152e+00   1.7137080e-01  -1.5404579e+00
  -1.2585373e+00   1.5412127e-16  -1.5404579e+00
  -1.2468152e+00  -1.7137080e-01  -1.5404579e+00
  -1.2118673e+00  -3.3954929e-01  -1.5404579e+00
  -1.1543446e+00  -5.0140261e-01  -1.5404579e+00
  -1.0753187e+00  -6.5391576e-01  -1.5404579e+00
  -9.7626156e-01  -7.9424769e-01  -1.5404579e+00
  -8.5901856e-01  -9.1978429e-01  -1.5404579e+00
  -7.2577367e-01  -1.0281870e+00  -1.5404579e+00
  -5.7900899e-01  -1.1174366e+00  -1.5404579e+00
  -4.2145847e-01  -1.1858705e+00  -1.5404579e+00
  -2.5605697e-01  -1.2322138e+00  -1.5404579e+00
  -8.5885620e-02  -1.2556033e+00  -1.5404579e+00
   8.5885620e-02  -1.2556033e+00  -1.5404579e+00
   2.5605697e-01  -1.2322138e+00  -1.5404579e+00
   4.2145847e-01  -1.1858705e+00  -1.5404579e+00
   5.7900899e-01  -1.1174366e+00  -1.5404579e+00
   7.2577367e-01  -1.0281870e+00  -1.5404579e+00
   8.5901856e-01  -9.1978429e-01  -1.5404579e+00
   9.7626156e-01  -7.9424769e-01  -1.5404579e+00
   1.0753187e+00  -6.5391576e-01  -1.5404579e+00
   1.1543446e+00  -5.0140261e-01  -1.5404579e+00
   1.2118673e+00  -3.3954929e-01  -1.5404579e+00
   1.2468152e+00  -1.7137080e-01  -1.5404579e+00
   1.1426699e+00   0.0000000e+00  -1.4091416e+00
   1.1292783e+00   1.7442774e-01  -1.4091416e+00
   1.0894174e+00   3.4476705e-01  -1.4091416e+00
   1.0240214e+00   5.0702531e-01  -1.4091416e+00
   9.3462327e-01   6.5739932e-01  -1.4091416e+00
   8.2331834e-01   7.9236445e-01  -1.4091416e+00
   6.9271553e-01   9.0875723e-01  -1.4091416e+00
   5.4587606e-01   1.0038495e+00  -1.4091416e+00
   3.8624171e-01   1.0754124e+00  -1.4091416e+00
   2.1755419e-01   1.1217686e+00  -1.4091416e+00
   4.3767381e-02   1.1418314e+00  -1.4091416e+00
  -1.3104530e-01   1.1351307e+00  -1.4091416e+00
  -3.0278639e-01   1.1018235e+00  -1.4091416e+00
  -4.6743042e-01   1.0426904e+00  -1.4091416e+00
  -6.2111828e-01   9.5911761e-01  -1.4091416e+00
  -7.6024765e-01   8.5306390e-01  -1.4091416e+00
  -8.8155747e-01   7.2701509e-01  -1.4091416e+00
  -9.8220432e-01   5.8392567e-01  -1.4091416e+00
  -1.0598291e+00   4.2714952e-01  -1.4091416e+00
  -1.1126125e+00   2.6036135e-01  -1.4091416e+00
  -1.1393171e+00   8.7470527e-02  -1.4091416e+00
  -1.1393171e+00  -8.7470527e-02  -1.4091416e+00
  -1.1126125e+00  -2.6036135e-01  -1.4091416e+00
  -1.0598291e+00  -4.2714952e-01  -1.4091416e+00
  -9.8220432e-01  -5.8392567e-01  -1.4091416e+00
  -8.8155747e-01  -7.2701509e-01  -1.4091416e+00
  -7.6024765e-01  -8.5306390e-01  -1.4091416e+00
  -6.2111828e-01  -9.5911761e-01  -1.4091416e+00
  -4.6743042e-01  -1.0426904e+00  -1.4091416e+00
  -3.0278639e-01  -1.1018235e+00  -1.4091416e+00
  -1.3104530e-01  -1.1351307e+00  -1.4091416e+00
   4.3767381e-02  -1.1418314e+00  -1.4091416e+00
   2.1755419e-01  -1.1217686e+00  -1.4091416e+00
   3.8624171e-01  -1.0754124e+00  -1.4091416e+00
   5.4587606e-01  -1.0038495e+00  -1.4091416e+00
   6.9271553e-01  -9.0875723e-01  -1.4091416e+00
   8.2331834e-01  -7.9236445e-01  -1.4091416e+00
   9.3462327e-01  -6.5739932e-01  -1.4091416e+00
   1.0240214e+00  -5.0702531e-01  -1.4091416e+00
   1.0894174e+00  -3.4476705e-01  -1.4091416e+00
   1.1292783e+00  -1.7442774e-01  -1.4091416e+00
   1.0542849e+00   0.0000000e+00  -1.2581567e+00
   1.0399058e+00   1.7352959e-01  -1.2581567e+00
   9.9716082e-01   3.4232574e-01  -1.2581567e+00
   9.2721588e-01   5.0178414e-01  -1.2581567e+00
   8.3197891e-01   6.4755518e-01  -1.2581567e+00
   7.1404772e-01   7.7566260e-01  -1.2581567e+00
   5.7663917e-01   8.8261196e-01  -1.2581567e+00
   4.2350141e-01   9.6548597e-01  -1.2581567e+00
   2.5881164e-01   1.0220240e+00  -1.2581567e+00
   8.7062155e-02   1.0506840e+00  -1.2581567e+00
  -8.7062155e-02   1.0506840e+00  -1.2581567e+00
  -2.5881164e-01   1.0220240e+00  -1.2581567e+00
  -4.2350141e-01   9.6548597e-01  -1.2581567e+00
  -5.7663917e-01   8.8261196e-01  -1.2581567e+00
  -7.1404772e-01   7.7566260e-01  -1.2581567e+00
  -8.3197891e-01   6.4755518e-01  -1.2581567e+00
  -9.2721588e-01   5.0178414e-01  -1.2581567e+00
  -9.9716082e-01   3.4232574e-01  -1.2581567e+00
  -1.0399058e+00   1.7352959e-01  -1.2581567e+00
  -1.0542849e+00   1.2910840e-16  -1.2581567e+00
  -1.0399058e+00  -1.7352959e-01  -1.2581567e+00
  -9.9716082e-01  -3.4232574e-01  -1.2581567e+00
  -9.2721588e-01  -5.0178414e-01  -1.2581567e+00
  -8.3197891e-01  -6.4755518e-01  -1.2581567e+00
  -7.1404772e-01  -7.7566260e-01  -1.2581567e+00
  -5.7663917e-01  -8.8261196e-01  -1.2581567e+00
  -4.2350141e-01  -9.6548597e-01  -1.2581567e+00
  -2.5881164e-01  -1.0220240e+00  -1.2581567e+00
  -8.7062155e-02  -1.0506840e+00  -1.2581567e+00
   8.7062155e-02  -1.0506840e+00  -1.2581567e+00
   2.5881164e-01  -1.0220240e+00  -1.2581567e+00
   4.2350141e-01  -9.6548597e-01  -1.2581567e+00
   5.7663917e-01  -8.8261196e-01  -1.2581567e+00
   7.1404772e-01  -7.7566260e-01  -1.2581567e+00
   8.3197891e-01  -6.4755518e-01  -1.2581567e+00
   9.2721588e-01  -5.0178414e-01  -1.2581567e+00
   9.9716082e-01  -3.4232574e-01  -1.2581567e+00
   1.0399058e+00  -1.7352959e-01  -1.2581567e+00
   1.0062719e+00   0.0000000e+00  -1.0901036e+00
   9.9179758e-01   1.7006077e-01  -1.0901036e+00
   9.4879106e-01   3.3522921e-01  -1.0901036e+00
   8.7848955e-01   4.9075371e-01  -1.0901036e+00
   7.8291550e-01   6.3216012e-01  -1.0901036e+00
   6.6481840e-01   7.5538043e-01  -1.0901036e+00
   5.2759568e-01   8.5686983e-01  -1.0901036e+00
   3.7519499e-01   9.3370864e-01  -1.0901036e+00
   2.1200063e-01   9.8368635e-01  -1.0901036e+00
   4.2707389e-02   1.0053652e+00  -1.0901036e+00
  -1.2781446e-01   9.9812152e-01  -1.0901036e+00
  -2.9465932e-01   9.6216370e-01  -1.0901036e+00
  -4.5302737e-01   8.9852618e-01  -1.0901036e+00
  -5.9836264e-01   8.0903970e-01  -1.0901036e+00
  -7.2648412e-01   6.9627863e-01  -1.0901036e+00
  -8.3370596e-01   5.6348688e-01  -1.0901036e+00
  -9.1694361e-01   4.1448464e-01  -1.0901036e+00
  -9.7380245e-01   2.5355844e-01  -1.0901036e+00
  -1.0026468e+00   8.5337817e-02  -1.0901036e+00
  -1.0026468e+00  -8.5337817e-02  -1.0901036e+00
  -9.7380245e-01  -2.5355844e-01  -1.0901036e+00
  -9.1694361e-01  -4.1448464e-01  -1.0901036e+00
  -8.3370596e-01  -5.6348688e-01  -1.0901036e+00
  -7.2648412e-01  -6.9627863e-01  -1.0901036e+00
  -5.9836264e-01  -8.0903970e-01  -1.0901036e+00
  -4.5302737e-01  -8.9852618e-01  -1.0901036e+00
  -2.9465932e-01  -9.6216370e-01  -1.0901036e+00
  -1.2781446e-01  -9.9812152e-01  -1.0901036e+00
   4.2707389e-02  -1.0053652e+00  -1.0901036e+00
   2.1200063e-01  -9.8368635e-01  -1.0901036e+00
   3.7519499e-01  -9.3370864e-01  -1.0901036e+00
   5.2759568e-01  -8.5686983e-01  -1.0901036e+00
   6.6481840e-01  -7.5538043e-01  -1.0901036e+00
   7.8291550e-01  -6.3216012e-01  -1.0901036e+00
   8.7848955e-01  -4.9075371e-01  -1.0901036e+00
   9.4879106e-01  -3.3522921e-01  -1.0901036e+00
