1242   1.1325498e-01
  -8.3526163e-01  -1.5011692e-01  -5.2896401e-01
  -8.1164420e-01  -2.4785230e-01  -5.2896401e-01
  -7.7663307e-01  -3.4210838e-01  -5.2896401e-01
  -7.3071972e-01  -4.3156201e-01  -5.2896401e-01
  -6.7454866e-01  -5.1495746e-01  -5.2896401e-01
  -6.0890841e-01  -5.9112403e-01  -5.2896401e-01
  -5.3472043e-01  -6.5899252e-01  -5.2896401e-01
  -4.5302614e-01  -7.1761019e-01  -5.2896401e-01
  -3.6497236e-01  -7.6615419e-01  -5.2896401e-01
  -2.7179517e-01  -8.0394307e-01  -5.2896401e-01
  -1.7480257e-01  -8.3044635e-01  -5.2896401e-01
  -7.5356127e-02  -8.4529198e-01  -5.2896401e-01
   2.5148153e-02  -8.4827156e-01  -5.2896401e-01
   1.2529941e-01  -8.3934328e-01  -5.2896401e-01
   2.2369173e-01  -8.1863245e-01  -5.2896401e-01
   3.1894392e-01  -7.8642981e-01  -5.2896401e-01
   4.0971883e-01  -7.4318743e-01  -5.2896401e-01
   4.9474219e-01  -6.8951232e-01  -5.2896401e-01
   5.7282045e-01  -6.2615798e-01  -5.2896401e-01
   6.4285757e-01  -5.5401374e-01  -5.2896401e-01
   7.0387037e-01  -4.7409237e-01  -5.2896401e-01
   7.5500238e-01  -3.8751578e-01  -5.2896401e-01
   7.9553581e-01  -2.9549932e-01  -5.2896401e-01
   8.2490166e-01  -1.9933469e-01  -5.2896401e-01
   8.4268770e-01  -1.0037185e-01  -5.2896401e-01
   8.9780454e-01   0.0000000e+00  -4.4039415e-01
   8.9215933e-01   1.0052221e-01  -4.4039415e-01
   8.7529471e-01   1.9978030e-01  -4.4039415e-01
   8.4742274e-01   2.9652604e-01  -4.4039415e-01
   8.0889394e-01   3.8954279e-01  -4.4039415e-01
   7.6019283e-01   4.7766081e-01  -4.4039415e-01
   7.0193185e-01   5.5977197e-01  -4.4039415e-01
   6.3484368e-01   6.3484368e-01  -4.4039415e-01
   5.5977197e-01   7.0193185e-01  -4.4039415e-01
   4.7766081e-01   7.6019283e-01  -4.4039415e-01
   3.8954279e-01   8.0889394e-01  -4.4039415e-01
   2.9652604e-01   8.4742274e-01  -4.4039415e-01
   1.9978030e-01   8.7529471e-01  -4.4039415e-01
   1.0052221e-01   8.9215933e-01  -4.4039415e-01
   5.4972857e-17   8.9780454e-01  -4.4039415e-01
  -1.0052221e-01   8.9215933e-01  -4.4039415e-01
  -1.9978030e-01   8.7529471e-01  -4.4039415e-01
  -2.9652604e-01   8.4742274e-01  -4.4039415e-01
  -3.8954279e-01   8.0889394e-01  -4.4039415e-01
  -4.7766081e-01   7.6019283e-01  -4.4039415e-01
  -5.5977197e-01   7.0193185e-01  -4.4039415e-01
  -6.3484368e-01   6.3484368e-01  -4.4039415e-01
  -7.0193185e-01   5.5977197e-01  -4.4039415e-01
  -7.6019283e-01   4.7766081e-01  -4.4039415e-01
  -8.0889394e-01   3.8954279e-01  -4.4039415e-01
  -8.4742274e-01   2.9652604e-01  -4.4039415e-01
  -8.7529471e-01   1.9978030e-01  -4.4039415e-01
  -8.9215933e-01   1.0052221e-01  -4.4039415e-01
  -8.9780454e-01   1.0994571e-16  -4.4039415e-01
  -8.9215933e-01  -1.0052221e-01  -4.4039415e-01
  -8.7529471e-01  -1.9978030e-01  -4.4039415e-01
  -8.4742274e-01  -2.9652604e-01  -4.4039415e-01
  -8.0889394e-01  -3.8954279e-01  -4.4039415e-01
  -7.6019283e-01  -4.7766081e-01  -4.4039415e-01
  -7.0193185e-01  -5.5977197e-01  -4.4039415e-01
  -6.3484368e-01  -6.3484368e-01  -4.4039415e-01
  -5.5977197e-01  -7.0193185e-01  -4.4039415e-01
  -4.7766081e-01  -7.6019283e-01  -4.4039415e-01
  -3.8954279e-01  -8.0889394e-01  -4.4039415e-01
  -2.9652604e-01  -8.4742274e-01  -4.4039415e-01
  -1.9978030e-01  -8.7529471e-01  -4.4039415e-01
  -1.0052221e-01  -8.9215933e-01  -4.4039415e-01
  -1.6491857e-16  -8.9780454e-01  -4.4039415e-01
   1.0052221e-01  -8.9215933e-01  -4.4039415e-01
   1.9978030e-01  -8.7529471e-01  -4.4039415e-01
   2.9652604e-01  -8.4742274e-01  -4.4039415e-01
   3.8954279e-01  -8.0889394e-01  -4.4039415e-01
   4.7766081e-01  -7.6019283e-01  -4.4039415e-01
   5.5977197e-01  -7.0193185e-01  -4.4039415e-01
   6.3484368e-01  -6.3484368e-01  -4.4039415e-01
   7.0193185e-01  -5.5977197e-01  -4.4039415e-01
   7.6019283e-01  -4.7766081e-01  -4.4039415e-01
   8.0889394e-01  -3.8954279e-01  -4.4039415e-01
   8.4742274e-01  -2.9652604e-01  -4.4039415e-01
   8.7529471e-01  -1.9978030e-01  -4.4039415e-01
   8.9215933e-01  -1.0052221e-01  -4.4039415e-01
   9.3775213e-01   0.0000000e+00  -3.4730525e-01
   9.3243958e-01   9.9676943e-02  -3.4730525e-01
   9.1656211e-01   1.9822451e-01  -3.4730525e-01
   8.9029963e-01   2.9452611e-01  -3.4730525e-01
   8.5394970e-01   3.8749061e-01  -3.4730525e-01
   8.0792418e-01   4.7606469e-01  -3.4730525e-01
   7.5274455e-01   5.5924476e-01  -3.4730525e-01
   6.8903603e-01   6.3608837e-01  -3.4730525e-01
   6.1752045e-01   7.0572484e-01  -3.4730525e-01
   5.3900812e-01   7.6736517e-01  -3.4730525e-01
   4.5438861e-01   8.2031095e-01  -3.4730525e-01
   3.6462070e-01   8.6396227e-01  -3.4730525e-01
   2.7072149e-01   8.9782456e-01  -3.4730525e-01
   1.7375490e-01   9.2151413e-01  -3.4730525e-01
   7.4819591e-02   9.3476258e-01  -3.4730525e-01
  -2.4963451e-02   9.3741980e-01  -3.4730525e-01
  -1.2446365e-01   9.2945568e-01  -3.4730525e-01
  -2.2255362e-01   9.1096045e-01  -3.4730525e-01
  -3.1812197e-01   8.8214368e-01  -3.4730525e-01
  -4.1008587e-01   8.4333187e-01  -3.4730525e-01
  -4.9740334e-01   7.9496477e-01  -3.4730525e-01
  -5.7908502e-01   7.3759040e-01  -3.4730525e-01
  -6.5420545e-01   6.7185884e-01  -3.4730525e-01
  -7.2191346e-01   5.9851484e-01  -3.4730525e-01
  -7.8144190e-01   5.1838944e-01  -3.4730525e-01
  -8.3211630e-01   4.3239048e-01  -3.4730525e-01
  -8.7336249e-01   3.4149236e-01  -3.4730525e-01
  -9.0471313e-01   2.4672499e-01  -3.4730525e-01
  -9.2581300e-01   1.4916213e-01  -3.4730525e-01
  -9.3642305e-01   4.9909208e-02  -3.4730525e-01
  -9.3642305e-01  -4.9909208e-02  -3.4730525e-01
  -9.2581300e-01  -1.4916213e-01  -3.4730525e-01
  -9.0471313e-01  -2.4672499e-01  -3.4730525e-01
  -8.7336249e-01  -3.4149236e-01  -3.4730525e-01
  -8.3211630e-01  -4.3239048e-01  -3.4730525e-01
  -7.8144190e-01  -5.1838944e-01  -3.4730525e-01
  -7.2191346e-01  -5.9851484e-01  -3.4730525e-01
  -6.5420545e-01  -6.7185884e-01  -3.4730525e-01
  -5.7908502e-01  -7.3759040e-01  -3.4730525e-01
  -4.9740334e-01  -7.9496477e-01  -3.4730525e-01
  -4.1008587e-01  -8.4333187e-01  -3.4730525e-01
  -3.1812197e-01  -8.8214368e-01  -3.4730525e-01
  -2.2255362e-01  -9.1096045e-01  -3.4730525e-01
  -1.2446365e-01  -9.2945568e-01  -3.4730525e-01
  -2.4963451e-02  -9.3741980e-01  -3.4730525e-01
   7.4819591e-02  -9.3476258e-01  -3.4730525e-01
   1.7375490e-01  -9.2151413e-01  -3.4730525e-01
   2.7072149e-01  -8.9782456e-01  -3.4730525e-01
   3.6462070e-01  -8.6396227e-01  -3.4730525e-01
   4.5438861e-01  -8.2031095e-01  -3.4730525e-01
   5.3900812e-01  -7.6736517e-01  -3.4730525e-01
   6.1752045e-01  -7.0572484e-01  -3.4730525e-01
   6.8903603e-01  -6.3608837e-01  -3.4730525e-01
   7.5274455e-01  -5.5924476e-01  -3.4730525e-01
   8.0792418e-01  -4.7606469e-01  -3.4730525e-01
   8.5394970e-01  -3.8749061e-01  -3.4730525e-01
   8.9029963e-01  -2.9452611e-01  -3.4730525e-01
   9.1656211e-01  -1.9822451e-01  -3.4730525e-01
   9.3243958e-01  -9.9676943e-02  -3.4730525e-01
   9.6807712e-01   0.0000000e+00  -2.5065253e-01
   9.6294619e-01   9.9538655e-02  -2.5065253e-01
   9.4760779e-01   1.9802217e-01  -2.5065253e-01
   9.2222451e-01   2.9440661e-01  -2.5065253e-01
   8.8706543e-01   3.8767026e-01  -2.5065253e-01
   8.4250323e-01   4.7682451e-01  -2.5065253e-01
   7.8901028e-01   5.6092431e-01  -2.5065253e-01
   7.2715364e-01   6.3907816e-01  -2.5065253e-01
   6.5758898e-01   7.1045763e-01  -2.5065253e-01
   5.8105371e-01   7.7430607e-01  -2.5065253e-01
   4.9835913e-01   8.2994668e-01  -2.5065253e-01
   4.1038182e-01   8.7678964e-01  -2.5065253e-01
   3.1805436e-01   9.1433841e-01  -2.5065253e-01
   2.2235545e-01   9.4219497e-01  -2.5065253e-01
   1.2429951e-01   9.6006403e-01  -2.5065253e-01
   2.4925966e-02   9.6775617e-01  -2.5065253e-01
  -7.4711799e-02   9.6518985e-01  -2.5065253e-01
  -1.7355760e-01   9.5239229e-01  -2.5065253e-01
  -2.7056365e-01   9.2949912e-01  -2.5065253e-01
  -3.6470165e-01   8.9675304e-01  -2.5065253e-01
  -4.5497373e-01   8.5450115e-01  -2.5065253e-01
  -5.4042297e-01   8.0319133e-01  -2.5065253e-01
  -6.2014360e-01   7.4336749e-01  -2.5065253e-01
  -6.9329055e-01   6.7566377e-01  -2.5065253e-01
  -7.5908844e-01   6.0079784e-01  -2.5065253e-01
  -8.1683981e-01   5.1956331e-01  -2.5065253e-01
  -8.6593248e-01   4.3282127e-01  -2.5065253e-01
  -9.0584604e-01   3.4149122e-01  -2.5065253e-01
  -9.3615741e-01   2.4654128e-01  -2.5065253e-01
  -9.5654528e-01   1.4897795e-01  -2.5065253e-01
